ident,             JDTDB,                      X,                      Y,                      Z,              VX (km/s),              VY (km/s),              VZ (km/s),             mass (kg),          radius (km),  color1,   color2,    color3,
      Moon, 2454178.30557278, -147235859.99897128, 4853014.4513516, -23590.90187645717, -1.5430966033425393, -28.80472002818853, 0.09832395660544083, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 0
      Mars, 2454178.30557278, 66530793.71849161, -202974976.93845886, -5873061.069983111, 23.979426545994613, 9.52691298673144, -0.38962530621446256, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2454178.30557278, -294675703.8130458, -744523817.0330137, 9679215.822172413, 11.977286186781326, -4.21047852483988, -0.25060825163210393, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2454178.30557278, -1095348725.1550372, 834150233.3083216, 28987212.152680594, -6.365769651915046, -7.690556433759296, 0.3870329970319236, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2454178.30557278, 2899247828.45387, -790984697.3772033, -40514343.672031544, 1.7426138252366452, 6.252018314970688, 0.0006012727870694842, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2454178.30557278, 3425412170.586469, -2910799607.663509, -19115938.122487918, 3.484611987737813, 4.17330286830118, -0.16682106782518386, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2454178.30557278, -247225042.9827864, -4638201769.316935, 565925740.8934015, 5.5122140623051745, -1.3120173893012264, -1.4633932073098237, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2454178.30557278, -87253524.79827227, 114965568.0843636, 12530562.387054885, -28.249284459344697, -15.113909589903944, -1.4884091227599423, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 126167411.60898238

       Sun, 2454181.3148320615, 1194728.3637316492, -673014.7721857623, -29526.443058266814, 0.002266235717944418, 0.000613781542788468, -0.0001155873393565209, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2454181.3148320615, -24066527.703815192, -65422821.08364463, -3001153.5978511563, 35.61040521617046, -15.323912612819496, -4.5198485297460795, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2454181.3148320615, 9795580.970455194, 106652332.16597572, 942476.9513156528, -35.0334970450978, 2.625270220057906, 2.057974765166358, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2454181.3148320615, -147804840.1033526, -2900091.6590584586, -29580.296558646925, -0.03339775816763006, -29.911136164800016, -0.00043444894508154523, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2454181.3148320615, -147534479.9255067, -2660510.546933812, -2099.328611984741, -0.7213507819558063, -29.074964430108253, 0.05916824106113627, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 0
      Mars, 2454181.3148320615, 72733822.03987055, -200403475.6154909, -5971606.692141538, 23.733152907339797, 10.250278248571691, -0.36841885018576603, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2454181.3148320615, -291559021.7554503, -745612009.0348849, 9613972.656159103, 11.997081770690015, -4.16040536831111, -0.2512590765211542, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2454181.3148320615, -1097001939.0020154, 832149254.0895774, 29087790.78602795, -6.35131247998755, -7.701544315323064, 0.38665006486445413, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2454181.3148320615, 2899700426.432681, -789359041.4600068, -40514180.61224769, 1.7389231925837818, 6.253022991238622, 0.0006528348145953504, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2454181.3148320615, 3426317999.641662, -2909714404.4132, -19159310.651682474, 3.483308774440731, 4.17441011586627, -0.16681379733557583, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2454181.3148320615, -245791856.41499045, -4638542689.734898, 565545233.7540888, 5.5122975940393335, -1.3104533964967804, -1.4635840277083303, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2454181.3148320615, -94468383.4169028, 110872438.62718718, 12125797.390752047, -27.24489533833086, -16.35390049423165, -1.6233049844637193, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness: 

       Sun, 2454593.097242537, 1251671.0732193938, -706009.5477278235, -32698.449265013995, 0.0013132743513165222, -0.0024915780699791496, -7.646674124497706e-05, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2454593.097242537, -44939368.849542685, 23656339.711197156, 6196485.9666623, -32.72995879461333, -41.034809162568024, -0.34866254900594834, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2454593.097242537, 99346770.34678115, 45150047.421755776, -5066700.308396404, -14.942643786176747, 31.5743356586423, 1.2945742119370576, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2454593.097242537, -102679518.12933709, -110170811.707373, -31004.227653940925, 21.128112245264635, -20.636363449079727, 0.00041366774468241176, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2454593.097242537, -102529329.00457709, -109846889.64628306, -330.1878652185064, 20.139440159479197, -20.159335045368497, -0.017170985451338643, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 0
      Mars, 2454593.097242537, -221546906.24038172, 110651832.7632811, 7773858.3686507605, -9.920753327519582, -19.60825990893992, -0.16706677385812482, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2454593.097242537, 159268340.40433782, -763727826.4981525, -401475.2623904383, 12.630926892219765, 3.270771121287418, -0.29628770889467587, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2454593.097242537, -1285960444.7449803, 534738846.25071734, 41781447.135246776, -4.227469519617597, -8.922155171005617, 0.3235344282236889, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2454593.097242537, 2952526630.4482026, -564677672.1147275, -40365568.984858654, 1.229215444200604, 6.37078734309142, 0.007695868538167933, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2454593.097242537, 3547035241.222334, -2758547585.8387537, -25074655.904079124, 3.301672075408204, 4.3220723073581375, -0.16566291283741313, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2454593.097242537, -49526966.4289005, -4681370931.545246, 513026631.8862659, 5.519123261880786, -1.097480525168246, -1.4882436484414852, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2454593.097242537, -28480796.869765766, 133467064.49362423, 14259228.372313779, -33.42554537250515, -3.998045887486225, -0.2937861186297248, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 255086407.98756737

       Sun, 2454760.018540077, 1271384.7031258962, -751253.9317454024, -33719.55704616326, 0.0015112014300178187, -0.003870042766056069, -6.58648442072013e-05, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2454760.018540077, -8653999.217447646, 44713302.10226402, 4591479.4059622325, -57.350682474085424, -8.591630664331829, 4.56133875047842, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2454760.018540077, 44495785.71405987, -100644532.17876531, -3895563.5514730737, 31.905033904890207, 13.781265731791995, -1.6527153212707892, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2454760.018540077, 133337618.42713165, 68098715.49425219, -35444.062132480176, -14.241925001783516, 26.301458071091083, 0.0005261649180845807, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2454760.018540077, 133224362.17800559, 68451036.67188847, -20182.99446495897, -15.257356913549915, 26.017984627214577, -0.08025596274597621, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 0
      Mars, 2454760.018540077, -148088289.48956245, -178220751.70213738, -82498.72368293203, 19.45476695344844, -13.532184765968676, -0.7614122422135674, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2454760.018540077, 334990074.15701145, -694603360.7274711, -4621508.400065952, 11.61087549885961, 6.285489865793403, -0.2859737930684879, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2454760.018540077, -1340315559.278482, 403571024.6463317, 46228114.548083976, -3.306420411903562, -9.251631400411299, 0.29267852742277123, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2454760.018540077, 2968749225.471151, -472527044.8804371, -40234066.57934775, 1.02030975185837, 6.407299724483645, 0.010538722037340484, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2454760.018540077, 3594109046.768772, -2695797428.4209504, -27459908.198174052, 3.226216242851908, 4.3797123845306, -0.1651083643352894, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2454760.018540077, 30073072.219099846, -4696580459.0134535, 491496413.949603, 5.519330585784211, -1.0118058960795315, -1.4974243156816622, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2454760.018540077, -114684611.54313429, -164576515.2371984, -16898966.95193249, 18.011778403405017, -14.26093604963554, -1.5757504937013822, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness: 

       Sun, 2454986.09493065, 1308891.2860951643, -839746.3190288234, -35111.030128153296, 0.002185432280419802, -0.0053327775665700395, -7.163612588772687e-05, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2454986.09493065, 19983164.948294997, -65443439.99828694, -7026788.652895098, 37.0622243051933, 15.980733968421333, -2.0948352922044107, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2454986.09493065, 48330817.754400186, -99010112.31294331, -4092998.2132492648, 31.34776164990364, 15.000425619727734, -1.6037345529310714, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2454986.09493065, -42542673.04109623, -146114459.8641439, -31722.650351757067, 28.02916252042373, -8.720301872507665, 0.00010626260650957332, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2454986.09493065, -42884637.17031669, -146300872.38875318, -66630.63565798083, 28.472255015176675, -9.623234619883092, -0.008053863511862285, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 0
      Mars, 2454986.09493065, 209488199.30053142, 12077450.1286269, -4878558.041986833, -0.5629797705877578, 26.249555370572438, 0.5638923852374783, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2454986.09493065, 538884059.5991336, -535403904.8738246, -9846129.101431796, 9.048501053662406, 9.887985139544453, -0.24358460139561086, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2454986.09493065, -1392480268.5236564, 219721097.62744096, 51506184.72098454, -2.031315579486938, -9.543326841273322, 0.2470943582116907, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2454986.09493065, 2985902186.6904497, -346972369.26732016, -39990741.576126054, 0.7357264661160978, 6.446345021572455, 0.014371549505746106, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2454986.09493065, 3656115721.457489, -2609502467.624545, -30676997.23963231, 3.122396355129845, 4.455692696045465, -0.16427664038554354, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2454986.09493065, 137866734.89340255, -4715216096.39845, 462131640.5920801, 5.5173153426332835, -0.8964550456517045, -1.5091168961367811, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2454986.09493065, 92415366.4983468, 99067081.08313495, 10172745.466955576, -26.657016256841057, 21.291615270369206, 2.352439334548532, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 280056764.7069999

       Sun, 2455338.7222480923, 1413002.317450102, -1028848.383917067, -37902.15172862578, 0.004576584868542251, -0.006730162972119185, -0.0001117908032676685, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2455338.7222480923, 22899098.779734436, -64326080.500405625, -7180960.312018293, 36.39936768646742, 18.100178149416962, -1.8604655866537303, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2455338.7222480923, -81437310.84738451, 67181383.56114899, 5677663.260711835, -22.39905688634773, -27.22020566217794, 0.9203003967630544, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2455338.7222480923, -71758426.91847114, -133605947.24745537, -34551.88301241858, 25.60058444047312, -14.50669441489573, 0.0005324471380327054, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2455338.7222480923, -72123361.17481953, -133548344.30205059, -65593.83695008386, 25.426368372881722, -15.548834938718391, -0.035499307607081525, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 0
      Mars, 2455338.7222480923, -245662642.66011882, 2386874.3445592467, 6103071.869429249, 0.5759494994809866, -22.16638470988089, -0.47843301210917316, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2455338.7222480923, 725679603.1986972, -173297214.30503607, -15530855.142086677, 2.859578066120755, 13.33415455628655, -0.11938812793100147, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2455338.7222480923, -1423879124.5288572, -73712207.01595016, 57869494.033064686, -0.033925106790757574, -9.649366310924416, 0.16957056776428855, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2455338.7222480923, 3001520006.7741675, -149935376.57458037, -39462439.65384885, 0.28906304684988277, 6.483213460000968, 0.02029611602872917, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2455338.7222480923, 3748734917.064618, -2472004716.647185, -35660010.041333295, 2.9568599796431236, 4.569310155495059, -0.16279489692167196, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2455338.7222480923, 305852217.4631959, -4739808295.552484, 415896001.53272533, 5.5090270680177404, -0.7182701227879446, -1.5256724754596145, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2455338.7222480923, 136941308.86807993, -104692769.06990449, -11510735.45107536, 12.060929408564093, 24.740672045819966, 2.5687083319877564, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness: 

       Sun, 2455392.703729976, 1435023.9445051302, -1060618.2689330352, -38426.579256859586, 0.004871765710872673, -0.0069098793226047145, -0.00011200613939459864, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2455392.703729976, -57453526.08971459, -8698909.129261313, 4741310.667929897, -3.854977557982312, -46.23355859110543, -3.4226766072045014, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2455392.703729976, -71337336.18026958, -81198499.34666978, 3064345.7575500347, 25.675130918866262, -23.719724432790816, -1.806327969305627, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2455392.703729976, 60104741.22394426, -141353549.7185072, -35413.06381784189, 27.008252375616962, 11.38108287422718, 0.00015447295295599207, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2455392.703729976, 59756547.30708196, -141250891.6651794, -64935.11790355367, 26.676300043069332, 10.356977909969457, -0.04924580280799671, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 0
      Mars, 2455392.703729976, -219332710.0602546, -97956365.47797793, 3354577.309739207, 10.650875629236888, -20.125655159430988, -0.6831600086148343, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2455392.703729976, 736465165.3841962, -110576240.7942878, -16032782.961334579, 1.7620150716005667, 13.546049352931522, -0.09570525304533836, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2455392.703729976, -1423332250.1223106, -118673502.35526425, 58631595.867721185, 0.26808664494717566, -9.629212350089713, 0.1572177574049162, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2455392.703729976, 3002708242.2254744, -119690287.76247817, -39365678.68218003, 0.22047996119201793, 6.4862629772675575, 0.02119604512896177, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2455392.703729976, 3762465766.3803134, -2450654078.575726, -36418712.30268638, 2.9311435143542326, 4.586167458399556, -0.1625483066431642, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2455392.703729976, 331542152.76441395, -4743095129.524622, 408774752.415641, 5.507216976305177, -0.6911934369196735, -1.5280280496069656, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2455392.703729976, 142835913.64130548, 30291456.43944208, 2732988.852061492, -11.64837145253836, 29.967764833264916, 3.2118385197425012, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 190562637.3103461

       Sun, 2455815.1805849755, 1678049.8364433902, -1311448.541243049, -43830.0892463616, 0.008231994723222806, -0.0063544120125135035, -0.0001777695764857912, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2455815.1805849755, -7942992.623535886, 44198897.21366125, 4557304.433810581, -57.41023590618554, -8.280548095977712, 4.5925407549829025, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2455815.1805849755, -105585123.30251658, -9755182.134850021, 6031268.572297506, 2.5329630940525987, -35.0742221555834, -0.6261916480681773, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2455815.1805849755, 148855082.2092287, -33427084.69080189, -43870.25818921369, 5.869973096806558, 28.972291941990402, -0.0012241678431250006, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2455815.1805849755, 149207162.57958445, -33612674.12411363, -10574.689109292263, 6.356942631664724, 29.832045051504398, 0.026372558516311286, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 0
      Mars, 2455815.1805849755, 26811957.12665057, 229854512.29035544, 4182037.818464964, -23.158560770460664, 4.672831558289233, 0.6669374109227356, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2455815.1805849755, 642475156.214604, 371711215.21582264, -15932889.444539085, -6.73342870808358, 11.915496504910255, 0.10118673682704327, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2455815.1805849755, -1371410489.4439611, -463219682.9271562, 62574962.17536237, 2.547524870451016, -9.159018735941126, 0.0584395696437447, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2455815.1805849755, 3000947997.7755055, 117199976.89622188, -38464426.58794111, -0.3170255856073026, 6.486248510525034, 0.02815991149025857, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2455815.1805849755, 3865742262.15753, -2280906225.556261, -42314509.028833635, 2.7265752152038805, 4.713077957186644, -0.16043827191049279, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2455815.1805849755, 532245878.7009782, -4764482747.337752, 352682973.8340658, 5.488237268638569, -0.48127540844661987, -1.5448514616806681, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2455815.1805849755, 152757609.42320034, -7083198.971991026, -1230915.229496732, -4.308797909645272, 30.629438202577465, 3.253852764956021, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 26657814.773499507

       Sun, 2455917.4259561077, 1753746.836305878, -1365958.8693098503, -45435.18426593957, 0.008966610039637396, -0.005930809400504138, -0.000191126077899674, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2455917.4259561077, -54984370.286781885, 2614446.394896319, 5486014.656495775, -13.526078026415485, -46.515402928671655, -2.5581553397973487, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2455917.4259561077, 107656778.3085986, -25440681.942133058, -6487437.874114254, 7.596946912429169, 33.988531271455315, 0.027464234830304066, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2455917.4259561077, 2354493.3476490965, 145789971.18377095, -48906.880627576684, -30.277454625010616, 0.010838716523236053, -0.0012583226797984752, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2455917.4259561077, 2151162.350484874, 145487495.5370303, -59358.09866738343, -29.388253327458585, -0.5928672064416782, 0.09296272037506688, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 0
      Mars, 2455917.4259561077, -162433913.71525958, 182953576.839468, 7849465.1285288045, -17.166292760923277, -14.058260772251828, 0.12728891411493887, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2455917.4259561077, 575142402.0154557, 471813697.3006488, -14841914.441197148, -8.475921923758627, 10.701403348213397, 0.1452238347754796, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2455917.4259561077, -1346593281.8307781, -543302718.1139706, 62984898.22095185, 3.0685972844238876, -8.9668328860698, 0.03438282308354099, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2455917.4259561077, 2997572748.503475, 174473136.87313268, -38208314.784255914, -0.4470973983145819, 6.479866653764286, 0.0298214090526614, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2455917.4259561077, 3889606590.169107, -2239140816.5818825, -43729367.4387577, 2.6762127285916786, 4.742434975774447, -0.1598798252304114, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2455917.4259561077, 580703488.4008179, -4768512211.076896, 339019523.6360284, 5.482389773951334, -0.43103048718631126, -1.5484987762485456, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2455917.4259561077, -68607766.39896762, 122564205.20623232, 13319478.965502605, -30.390324801559885, -11.885469861974682, -1.139602954696097, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness: 

       Sun, 2456043.9768829765, 1855565.5011821857, -1425235.0491740373, -47633.21998886006, 0.009470701960334019, -0.0049427365912804175, -0.0002026456274065531, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2456043.9768829765, 28791473.568863418, -61626550.37650911, -7437846.289641577, 34.752681718815445, 22.3125382766194, -1.3648041481815099, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2456043.9768829765, -103792125.78005944, -22249453.89763008, 5764670.806991654, 6.547337799816814, -34.52215995657227, -0.8503158083826923, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2456043.9768829765, -118825738.11099803, -91446694.66746865, -44852.35487378245, 17.343913245739927, -23.998539902817214, 0.0012501913557075451, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2456043.9768829765, -118873628.60422085, -91050665.22840056, -64108.25603704551, 16.378455853545745, -24.158584446973872, -0.07305180180762884, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 0
      Mars, 2456043.9768829765, -241571851.35929403, -33050083.054532927, 5269424.928003126, 4.038635595401142, -21.965028592845684, -0.559266966748698, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2456043.9768829765, 472075354.7867758, 579012705.7825252, -12980750.311071878, -10.31180290625965, 8.848847830206646, 0.1940023257812542, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2456043.9768829765, -1309607355.880782, -639870606.4433005, 63198663.90418547, 3.692604280148541, -8.689943733975168, 0.0047593186923817485, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2456043.9768829765, 2991804527.1254272, 245265434.56949198, -37871068.094079755, -0.6079553135784275, 6.468519433426165, 0.03186335740016978, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2456043.9768829765, 3918525497.8287525, -2187091679.907595, -45473599.92052612, 2.6134332885100036, 4.7780272068706555, -0.15916298331628487, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2456043.9768829765, 640605422.9034252, -4772886489.431761, 322064562.25306344, 5.474493096633546, -0.36915839777887705, -1.552787647397815, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2456043.9768829765, -148712154.7451742, -127455874.1242915, -12791764.794927765, 13.036699918307953, -19.673051887176154, -2.1282990268441444, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 48500953.524503246

       Sun, 2456363.0162372054, 2132442.175208409, -1534703.3766241714, -53558.591547087075, 0.01035669403405695, -0.0027340332095003852, -0.00022161023092916014, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2456363.0162372054, -56543634.20725764, -21012071.61854714, 3739033.0112949256, 5.269639438711523, -44.148337480462544, -4.089635570300153, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2456363.0162372054, 104991083.65282848, -36554762.421206154, -6469789.537994994, 11.10985912668109, 32.994950047936236, -0.18883629047057, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2456363.0162372054, -144735975.3372284, 21240552.49779015, -54169.67153209686, -5.045799102036246, -29.566308587993618, 0.0011232924916143487, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2456363.0162372054, -144359954.1358511, 21186930.199641142, -26051.68093290211, -4.849966271325586, -28.548713312652104, -0.04614648219206926, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 0
      Mars, 2456363.0162372054, 210058446.93373656, 18443494.2858806, -4742400.0690051345, -1.3729367988881385, 26.18627632773169, 0.582439174028508, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2456363.0162372054, 144027577.11144462, 745731603.490357, -6332200.977615992, -12.996150132586166, 3.0610725970864907, 0.27811236759776964, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2456363.0162372054, -1187354125.1218884, -867907551.90972, 62316079.91581473, 5.1475218760403365, -7.815226815607362, -0.06830243310233922, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
